	logFC	logCPM	F	PValue	FDR
TRMT11	14.1570406748096	4.98966137778871	931.835654317613	2.52331924780127e-18	4.69401756015661e-18
C1orf226	16.3475656358519	4.28374192153097	933.725028967838	2.52476044800577e-18	4.69602548791444e-18
ILDR1	16.7345186260221	3.99237542216772	935.354199028396	2.5266361097179e-18	4.69884081788632e-18
TPD52	12.3503256407326	8.85637395452792	930.735328243654	2.52961207145426e-18	4.70370130020127e-18
MAPRE2	14.7921240184153	5.57443463314749	931.067280096043	2.53066386436377e-18	4.70498299607182e-18
RP9	15.8725475475955	3.50520367210756	938.554463755622	2.53254702124883e-18	4.70780976636903e-18
EXOSC7	14.6891806395432	4.29272988365229	933.065577271708	2.53825863582222e-18	4.71775151572915e-18
SH2D3C	18.5075393011961	1.78937259688926	940.628159971056	2.54110903554728e-18	4.72237316328295e-18
FAM83B	13.6542017608621	6.57391429585822	929.948700314631	2.55316173017747e-18	4.74409249763398e-18
BOLA3	16.4466449943795	3.87393394669392	934.591683397799	2.55497198763264e-18	4.74677661429774e-18
FBXW7	13.4353763255209	7.09651432739743	929.678932284269	2.55959592656032e-18	4.75468663672913e-18
MAP3K10	16.4089159777893	2.66679122040599	951.239693845159	2.56950483059275e-18	4.77241030284248e-18
PREP	12.8999210355889	6.73093655182866	929.212257790698	2.57282217341525e-18	4.77788796519625e-18
TTC18	17.0042976554541	1.93025152747351	945.205947243837	2.58057142036698e-18	4.79159319956266e-18
RTN4	11.981009136999	8.6939868643131	928.731463706433	2.58392981447454e-18	4.79714276384852e-18
ASL	14.8614128004484	5.67092775682482	928.77904636739	2.59176014142695e-18	4.81099183003152e-18
FAM102A	15.3583377481627	5.30444953546024	928.92094576234	2.59512218256246e-18	4.81654380201318e-18
IMPDH1	14.9849703607821	4.36101665957598	930.400565548836	2.59857665382438e-18	4.82188798499171e-18
REL	14.0738916803031	5.44675841517227	928.598777608244	2.59874462246837e-18	4.82188798499171e-18
POLE4	16.838988055836	2.9089545995468	943.902879035658	2.60223994035726e-18	4.82768327414191e-18
IFRD2	14.8261701407584	4.47013850903933	929.69392751103	2.60859482226478e-18	4.83878122026219e-18
PRDM11	16.3287911420815	2.97773415712053	943.178886031196	2.61558347094753e-18	4.85105142461103e-18
PSMA7	12.6958208862162	6.79114832535811	927.626464110588	2.61647007437731e-18	4.85200244254081e-18
PRMT5	13.9455326370502	5.39753154616342	927.841780785599	2.62126935033823e-18	4.86020784257712e-18
MMAB	15.1124269798359	4.66744290698131	928.651083590977	2.62419883700797e-18	4.86494453728416e-18
UBXN8	16.1171255511947	4.2350582363015	929.94364002597	2.62690453115335e-18	4.86926505424726e-18
YPEL3	16.6697717401914	3.62823914771542	933.811266154777	2.62852798266318e-18	4.87107653322422e-18
TBC1D8	14.7446143702133	5.02076760403452	927.908875278372	2.62863240917655e-18	4.87107653322422e-18
ALG5	13.9277111606986	5.8759747631474	927.170257591538	2.6330794648859e-18	4.87862075299844e-18
ZFAND5	12.4950439085311	7.5133201872221	926.942568209457	2.63405489099101e-18	4.87973143450933e-18
TUFM	13.1491628883517	7.38828255699326	926.922143719777	2.63467602300968e-18	4.88018554340555e-18
CACNA1H	16.4082847193145	3.29475732358982	937.117604518027	2.6355617483899e-18	4.88112955655716e-18
TMEM38B	16.0809777413253	4.29507463382374	929.402263103372	2.63700477019144e-18	4.88310528068407e-18
COA6	15.1666032127854	4.37922893807146	928.734464506972	2.64153918989718e-18	4.89080415772831e-18
BHLHB9	16.8419241765944	2.51426400047942	949.818117457823	2.64689186919482e-18	4.90001562833826e-18
RNF24	14.7320244294016	3.67423364994295	934.803298097067	2.65233307964127e-18	4.9093883400833e-18
INPP5K	16.5893338409836	3.71253104878771	932.075426694325	2.65821613651592e-18	4.91957610663626e-18
DNAJB9	15.3192057402568	5.4405247056416	926.437453195817	2.66176085217544e-18	4.92543400347663e-18
HOMER3	18.7455424341023	1.93548396366788	935.545620064437	2.67270762124662e-18	4.94498534799143e-18
ARPC5	12.388203676052	7.82968868676327	925.491477459537	2.67499034896984e-18	4.94850338359172e-18
USH1C	12.4567450271512	7.29979596025746	925.414868476922	2.67747723389773e-18	4.9523980360209e-18
KIAA1467	18.1839209143696	2.09190718736297	945.041439477967	2.6829496196774e-18	4.96181292587532e-18
ACOT7	16.6680215198751	4.01051358464626	929.416838696735	2.68520854750473e-18	4.96528305144093e-18
HINT1	13.4605409601861	6.70026039978299	925.172182767751	2.68579062990976e-18	4.96565193527048e-18
POLR2J2	15.8655142808457	3.42635225002873	933.93764655141	2.68651501435432e-18	4.96628377315264e-18
SLC25A6 (NC_000023 1505044..1511039)	13.6234860918099	6.28682579357962	925.163905549811	2.68728478229165e-18	4.9669993149193e-18
C17orf103	16.6455058909991	1.87934952312165	923.32761902532	2.7095300334247e-18	5.0067200146353e-18
TMEM44	15.4412190996275	3.88097997355387	928.786916977307	2.70954629654044e-18	5.0067200146353e-18
HEATR4	17.7157185048733	1.2215638837237	845.577845221025	2.71081691674447e-18	5.00835484162655e-18
IL15	18.0400773591153	1.8923335006897	941.798919438983	2.71173868662649e-18	5.00863253799825e-18
CHMP2A	13.7265189991212	6.77681776292647	924.269410786475	2.71173902800784e-18	5.00863253799825e-18
MAGT1	12.8087921009766	7.38898793641453	923.995072976217	2.71808493403363e-18	5.01963920871122e-18
FAM110C	15.3572434370646	5.32613295438258	924.501489099471	2.71941297876571e-18	5.02137730138002e-18
CDX2	13.5265186333611	6.59928996767771	923.69840676376	2.72860117210755e-18	5.03762654520398e-18
ARV1	15.1137742635633	5.12976406158988	924.226343870647	2.73115021031434e-18	5.04161549988192e-18
WDR83	17.1576695072699	2.11398521961941	947.704387104097	2.73699899049666e-18	5.05169367145281e-18
ZNF225	16.8951465063463	2.69226993077734	943.074399295514	2.73804258500353e-18	5.05290128121155e-18
DYNLT3	13.7793807106934	6.02207464531286	923.177386214971	2.74688038287804e-18	5.06849026007593e-18
ZBTB20	14.5249722462409	5.01985860558169	923.321974082996	2.75960985425596e-18	5.09125462663654e-18
EFHA2	19.111833274081	1.59847966746389	910.675839484306	2.76387289426854e-18	5.09839486849224e-18
RAC1	11.4280431850865	8.64116663080561	922.274498988224	2.7678579785182e-18	5.10502042108679e-18
ZFP41	15.8522141895128	3.55217536062385	929.568160587792	2.76856012911676e-18	5.10558992836125e-18
ZNF568	18.4323594261161	2.71409850326507	938.979694575072	2.77797073757922e-18	5.12221653687181e-18
MST4	13.0881603730107	6.57455193753674	921.918539829907	2.78096302551468e-18	5.12700555513565e-18
TMSB10	9.19289012797047	10.8398825758045	921.662268823882	2.78599804793351e-18	5.13555867975131e-18
SLC25A6 (NC_000024 1455044..1461039)	13.6399383742753	6.37806058413048	921.650155249129	2.78965945229672e-18	5.14157768124953e-18
PITPNM3	17.0230028166995	4.15133536670933	925.45354819169	2.79436678771128e-18	5.14952243897553e-18
ZMAT5	18.6449513132193	1.99053507615397	934.79033873975	2.79507687803009e-18	5.1500997728496e-18
ZNF69	15.1449977747627	3.9989642719999	925.07877950627	2.79954117303681e-18	5.15759331225618e-18
C16orf87	16.0925352548608	3.66857236251163	927.166548392674	2.80173873297896e-18	5.1609093124232e-18
CCNI2	14.5284873311751	3.59643185276657	931.718037793118	2.80303632187264e-18	5.16206561747315e-18
TTC3	10.5400705800312	8.98319792026079	921.088710646733	2.80316191324068e-18	5.16206561747315e-18
C2orf74	20.6133372779004	1.64654429057878	846.689144854282	2.80375255306173e-18	5.16242082368963e-18
TMEM216	16.539695457852	2.83238241111995	938.392659504769	2.81537585450636e-18	5.18308698094156e-18
RABL2A	16.253546824221	2.96580749222111	936.436403331994	2.82607411501723e-18	5.202044524012e-18
THSD4	14.9522030103717	5.87579084490878	920.370395446602	2.83333921801573e-18	5.21467806446769e-18
APC	13.3068637658252	7.16257711190093	920.057948067303	2.83568005127119e-18	5.21824633282984e-18
CLEC14A	19.1855526358028	1.99759274049972	924.076934220671	2.8413775893274e-18	5.22798975501565e-18
BEST4	23.9553878415166	2.64579813804964	661.435006062425	2.84479932328055e-18	5.23354364519606e-18
NFXL1	13.227349093058	5.41077770855259	920.232182871288	2.84631848463024e-18	5.23559631689567e-18
HSH2D	16.8921477840645	3.41290616352569	927.813429499848	2.8675455648823e-18	5.27389455669653e-18
IL18RAP	19.6586005796047	1.69027347158938	895.589330035638	2.8704919092668e-18	5.27856538543126e-18
TULP3	13.8479049612242	5.16675896056866	919.342641399711	2.87743088190792e-18	5.28924671991415e-18
TSEN54	16.5389776314389	3.31436497651917	928.520548459452	2.87750321865521e-18	5.28924671991415e-18
ERO1L	11.0644580337247	7.80335347527923	918.662739367026	2.8775230055716e-18	5.28924671991415e-18
CRIP2	18.2361459966341	1.8756315782458	934.347076679027	2.87817211592864e-18	5.28969072396457e-18
SLC35A2	15.7602423909089	4.37689189397498	920.623373823962	2.88384952168524e-18	5.29937462012639e-18
PRDX4	13.9302283531029	5.64143397264092	918.635238823976	2.88690614597186e-18	5.30424049668301e-18
LYSMD1	17.1230762535981	2.81504637170282	935.338705868601	2.88801239050139e-18	5.30552198390907e-18
RPN2	11.3458038413093	8.19109875839143	918.224642191741	2.89057017780533e-18	5.30946933735288e-18
COX20	13.0033007500704	6.2479750981905	918.252930735082	2.89366781987555e-18	5.31440705167182e-18
RUVBL1	13.0002765845345	5.99839020866006	918.279625890863	2.89451674403921e-18	5.31521403804257e-18
MAST4	12.9647832029242	5.54259452035076	918.493965561246	2.89749156645802e-18	5.31988238787424e-18
PDZD11	14.6977993483523	5.22608684407805	918.556745402852	2.89787876433245e-18	5.31988238787424e-18
C1orf162	19.1059569421824	1.93104882345794	921.631425911894	2.90129175576332e-18	5.32539466808826e-18
YARS	13.1399205206684	6.49538452033739	917.866092211394	2.90464599568771e-18	5.33054651060874e-18
GSTA4	16.9468265026178	3.49073213797953	925.860593039185	2.9049199067367e-18	5.33054651060874e-18
LAMC1	10.9875762665372	8.42165674785098	917.743332553774	2.90552604314925e-18	5.33090507690616e-18
DHRSX (NC_000024 2087546..2369015)	16.5427625041012	3.00141669110238	932.432396479549	2.91312472716698e-18	5.34409128394349e-18
ZNF626	18.5358177741828	2.94487546220998	933.054488000171	2.91361032807229e-18	5.3442267450608e-18
HEXIM1	14.6777557376988	5.49797947256145	917.559847996302	2.92382093302514e-18	5.36219752575007e-18
PLD1	14.3492848538029	6.4256010448191	916.576346594583	2.9454824043554e-18	5.40048694566616e-18
INF2	13.7397088622886	6.04361759084909	916.640466762826	2.94553101844292e-18	5.40048694566616e-18
NEMF	12.3909569354964	7.28883907635071	916.394100283739	2.94883827554054e-18	5.40578700257636e-18
UBQLN2	14.0372668445222	5.18024040232396	916.837461979327	2.95383933966426e-18	5.41419019764193e-18
MAPRE3	17.625792877307	3.58484562194655	924.825216420269	2.95996472145271e-18	5.42465152777954e-18
STAT5A	14.8845391047265	4.6169313382567	917.410529109594	2.96120888404885e-18	5.42616548158549e-18
EXPH5	13.2364936849142	7.60414822320352	915.781519339026	2.9680643201771e-18	5.43795974189421e-18
IPO9	12.0704548229619	6.7147840697397	915.811742486563	2.96937160025572e-18	5.43958701478038e-18
BAIAP3	19.3034663943613	1.31396446199596	868.713450841449	2.97138784648166e-18	5.44251239902421e-18
IFI35	15.8914978186481	3.89945309300019	919.742210903016	2.97526143812761e-18	5.44883846556487e-18
RPL4	9.22176109438278	10.368349254307	915.425913959118	2.97877811076687e-18	5.45450918448691e-18
DTX2	13.4845986225314	5.11119142808854	916.190648658689	2.98263407914014e-18	5.46079950813371e-18
C4orf33	16.1422084294509	4.45621679864547	917.198678900899	2.98977097230531e-18	5.4730941395699e-18
TRPC4	19.0841877479386	1.42178116444017	887.657874598159	3.00838828125923e-18	5.50639846318763e-18
TXK	17.9333413454233	2.05724440213676	935.520657119999	3.00983809867753e-18	5.50790427141474e-18
FOXRED2	16.4235319559767	2.90657634345877	930.829627892861	3.0102050862876e-18	5.50790427141474e-18
EPB41L4B	13.4975206652364	7.90338708728192	914.462474143052	3.01048408208769e-18	5.50790427141474e-18
CELF2	13.0761960920396	6.75744482199212	914.494350597556	3.01120784940976e-18	5.5084519630006e-18
PARP11	16.1273291339507	3.35835390373862	923.486507551682	3.02833426606903e-18	5.53900090745631e-18
LDLRAD4	14.2975861685935	5.30768777620726	914.191932448802	3.03492670230824e-18	5.55027669004632e-18
WDR70	14.3320216336432	5.20058453360323	914.146387666057	3.03963238903285e-18	5.55809929237214e-18
NSUN2	12.3092766088898	7.33353519799946	913.448728106012	3.04386497738193e-18	5.5650547318552e-18
ZNF311	16.7094202858889	2.43470982837594	936.978514997439	3.05552902396292e-18	5.58559312704434e-18
SLC27A1	17.267595459754	1.81073352250628	923.554609454183	3.07502954804485e-18	5.62044902183834e-18
DIXDC1	15.28800647248	4.9170243962077	913.329323546894	3.07890682034646e-18	5.62674339922229e-18
C12orf76	17.6269761446806	1.75181743672514	923.747878587086	3.0825220932377e-18	5.63255726427314e-18
CYP4V2	14.4599304643208	6.17498975066338	912.317753823113	3.0861634456125e-18	5.63841713972474e-18
PRRC2B	11.1908364487533	7.64235733115515	912.136356036121	3.08721227143898e-18	5.63953948923385e-18
ARHGEF28	12.5982280407469	5.68890741220191	912.539507885127	3.0882569644559e-18	5.64014449598822e-18
PLP2	14.1329467989602	5.72647161019583	912.341075638618	3.08841258440468e-18	5.64014449598822e-18
KLHL26	18.0815843194294	1.43387760791151	893.458721083864	3.08957192386814e-18	5.64146792345029e-18
CDK5R1	18.0373222658091	1.40525765463519	886.236948597563	3.09014449748339e-18	5.6415437668141e-18
BRAT1	15.8315112964285	3.18812861847195	924.755641970399	3.09048279390155e-18	5.6415437668141e-18
C1orf86	17.9290169868623	1.65816748850081	916.740396846189	3.09866942117401e-18	5.65569264764695e-18
EMP2	13.0204269103009	7.35178351322285	911.586078526582	3.10548748898982e-18	5.6673400055679e-18
AKAP1	11.939139106611	7.93776121539327	911.522206071335	3.10723696345257e-18	5.66973549116419e-18
NEK7	13.0879856833432	7.04437554859475	911.544462585678	3.10774089292482e-18	5.66985789278482e-18
WDR74	14.746615098915	4.25554946098841	913.79378785234	3.1209141873297e-18	5.69309138964893e-18
SERINC5	11.0671775365389	8.32219798986435	910.974830701332	3.12538703761504e-18	5.70044946054041e-18
OSCP1	17.9000283476711	1.94259170245236	930.541534207026	3.13226804441548e-18	5.7121971263831e-18
ZC3H6	14.3686315783686	5.49866688204258	911.068521622793	3.13478604943644e-18	5.71598597016516e-18
TSC22D1	11.5104180345767	8.57659465471809	910.396617482614	3.14498259366864e-18	5.73377287304752e-18
BLVRA	16.082238978441	3.61681254649846	916.747638591635	3.14648115910956e-18	5.73569929270829e-18
TCTA	16.6396444669888	4.2597794118196	913.254921953425	3.15436682418618e-18	5.74926653715945e-18
QDPR	15.6222648551657	3.88590777494919	914.32661020186	3.15782990569554e-18	5.7547703378296e-18
MBD5	14.5585342256583	4.68877659989453	911.323596346755	3.1591949914877e-18	5.75644978162557e-18
RGS19	18.801189266562	1.23416568324985	867.147476666259	3.1631113397343e-18	5.76277682178713e-18
TMEM129	16.3466653692572	3.73779480026469	915.265364051815	3.16604130649898e-18	5.767305279586e-18
IMMP2L	16.0764423932676	2.84432613345692	928.011729537584	3.17362343306079e-18	5.78030571676902e-18
MINK1	13.0065690060996	7.0875113183321	909.559395773326	3.17519222393446e-18	5.78235160298097e-18
TMEM187	17.5659669043919	2.00175222722373	931.133928664772	3.17983766897409e-18	5.78999903277424e-18
TLCD2	16.0544528557922	5.74392845390858	909.801722206994	3.1819414802925e-18	5.79301703923642e-18
LYST	13.2173805167366	6.67602879857546	909.298389653634	3.18542894357116e-18	5.79855291144602e-18
XRCC3	16.9392903620663	2.89234525891697	924.914734232497	3.1899025111933e-18	5.805882021144e-18
PTPRJ	12.8510939754437	7.08240745960285	908.82659887836	3.20046975659344e-18	5.82429850965034e-18
PLEKHA6	12.8946996260529	7.19035368366348	908.721985685708	3.20356300240319e-18	5.82911036144553e-18
AACS	14.6359117321885	5.33943235616197	909.144906656689	3.20448548058514e-18	5.82997155207661e-18
SEMA3C	11.9890157327494	7.61947738744567	908.600880141874	3.20739687296801e-18	5.83445045749849e-18
SCN7A	23.3990267233165	3.7984026922168	832.186716144668	3.20823556113116e-18	5.83466608049809e-18
ANO8	16.9228547101357	2.43950540426615	932.127042003117	3.20850363508572e-18	5.83466608049809e-18
USP35	16.8388710501746	1.99664480564541	924.121907010487	3.20886404827763e-18	5.83466608049809e-18
IDI1	13.2123671729505	6.98468632730811	908.289457720471	3.21975961217185e-18	5.85365737587596e-18
ZNF780B	13.9605677472316	5.44778332538111	908.495727744376	3.22422754292503e-18	5.8609592828605e-18
NAB2	17.0435526855283	3.22457459972494	919.2337101994	3.22633192480047e-18	5.86396331774056e-18
KIAA1551	11.7669038497029	7.7682307076374	907.651307680026	3.24031775846782e-18	5.88855841321113e-18
LRPPRC	11.1438387349737	8.72628249646202	907.621739118136	3.24099842603129e-18	5.88897082058801e-18
ALDH7A1	13.0420694457102	6.00876891645196	907.676280340547	3.24485307358475e-18	5.89514950196759e-18
RNF130	14.3865368280595	5.78830010011539	907.712111012614	3.24630159554446e-18	5.89695569049287e-18
PRR3	17.0408178551839	2.56896489659016	928.583789415968	3.24762273897645e-18	5.89853002087536e-18
ALPK1	14.2541128500106	5.39966826179304	907.657221867726	3.25500854622989e-18	5.91094388263916e-18
PTPN22	16.3052740484968	3.70513880423507	912.878244140421	3.25536843155133e-18	5.91094388263916e-18
PDCD4	13.3373851028258	8.9055582759491	907.098251083779	3.25949694255313e-18	5.91761236779929e-18
RABL5	15.6375470688849	3.25519182934222	918.827973011344	3.26132127328969e-18	5.92009633650725e-18
CDC42EP3	14.8019875221639	5.16886269895206	907.48099948427	3.26714183314067e-18	5.92983273001437e-18
RFC4	14.4894902414584	4.86568854182097	907.448032170945	3.28195612673058e-18	5.95588766342788e-18
MAGI2	18.5955681171315	2.58795188855209	923.172527562329	3.28249593729951e-18	5.95603449884109e-18
CABLES2	16.8726067003143	3.10479044516583	918.974253282687	3.28506808466851e-18	5.95986841919382e-18
SIRT2	16.731439787975	3.46507315133069	914.454089146008	3.28570369305792e-18	5.96018843217313e-18
HIST1H3D	13.9669326467693	5.54233141894344	906.699649872818	3.28635043979369e-18	5.96052855758556e-18
ZNF511	14.4570039299827	4.61773648060591	907.63112049499	3.29456709491983e-18	5.97459638465341e-18
ZNF251	15.242570568058	4.1811491344616	908.880138148982	3.29569962918903e-18	5.97581523990562e-18
WRAP53	16.9720759839679	1.73955922156927	899.776360764806	3.30995322344534e-18	6.00082174704527e-18
BAD	18.4823863223264	2.3966017472853	923.196213139129	3.31127103306709e-18	6.00237244946617e-18
APPL2	14.5335774629065	6.85828419832793	905.62486193014	3.31498850366278e-18	6.00827199958654e-18
FN3K	17.4743301841097	2.1099246664276	929.115972908059	3.31547001250658e-18	6.00830568169826e-18
HELB	13.9566249720973	4.64990186207744	907.206470844911	3.31777711740317e-18	6.01164724372131e-18
STT3B	11.1218071804847	8.40032758591737	905.443952049615	3.31863964762359e-18	6.01216802508215e-18
BRF1	14.7914689047941	4.35045852974392	907.68190487141	3.3189909777112e-18	6.01216802508215e-18
CALU	11.3381930709271	8.02100773202263	905.411836675756	3.31983999687412e-18	6.01286677636466e-18
SLC23A2	15.5204319135544	5.01160106224772	906.214846033023	3.32279687997967e-18	6.01738254573129e-18
HSDL2	12.9566194438587	7.20897754238888	904.867695522471	3.3405558040994e-18	6.04869890923635e-18
GGACT	15.4093620444519	3.66683066400278	911.302550758616	3.34202496378909e-18	6.0505149958179e-18
MORN2	17.6113069689463	2.290052757663	927.475521777641	3.35014021701547e-18	6.06436121013163e-18
THSD7A	18.5306655231606	2.49091440251134	921.3927527351	3.3617114135246e-18	6.08318996770889e-18
PRPF3	12.3461636948007	6.89589775527665	904.320203355535	3.36174601152105e-18	6.08318996770889e-18
LOC101059918	19.3470540333429	1.45053681777238	873.699113042202	3.36194788800184e-18	6.08318996770889e-18
SDCCAG3	13.4634985268094	5.54583554427016	904.112482768694	3.38093297450561e-18	6.11668930528412e-18
MCM3	11.978313266101	7.24789473726348	903.616615597272	3.38663033031044e-18	6.12614286510093e-18
ZNF34	17.4895347122933	2.17271215918353	927.212433550841	3.39078923438542e-18	6.13281124206917e-18
COA3	16.0306294223262	4.24374875938431	906.052177216964	3.39210110827586e-18	6.13432914648354e-18
LGMN	14.7558515363047	6.73971080872298	903.231574421544	3.40295722092764e-18	6.15310417531623e-18
CD59	12.7088245263953	7.87329212103152	903.048387216454	3.40701999720566e-18	6.15959221949188e-18
PDE2A	20.0208408522045	1.81202390824374	872.82991892878	3.4115997377365e-18	6.16701295210057e-18
SLC27A3	17.0334129396781	3.20221299699633	913.91176814805	3.41341457462031e-18	6.16943430775616e-18
PTPRF	12.456545769786	7.8814738737185	902.826781000257	3.41525815176692e-18	6.171645770257e-18
KCTD10	14.1339207201253	6.26855031635889	902.921353694781	3.41558914922229e-18	6.171645770257e-18
STAT2	13.1739341477991	6.19922759680999	902.862181728576	3.41807216746765e-18	6.1752726421997e-18
GAS6	14.7172233388523	5.3807646705481	902.903042594894	3.42862663378628e-18	6.19347878634824e-18
TIGD4	16.4572016383451	1.78016561036051	873.645802704059	3.43252487221715e-18	6.19965771173204e-18
SLBP	13.4471266709312	5.92898675764861	902.381985016645	3.43922903255845e-18	6.21090213073272e-18
FHL2	13.7857008802393	5.99726426451862	902.23772389007	3.44369466793329e-18	6.21810143226296e-18
PLEKHH3	17.4727281714534	2.35796851037888	924.597618400545	3.44577352594786e-18	6.22098964992034e-18
TUBG1	14.5023361156959	5.19384666132596	902.49448883154	3.44925535717302e-18	6.22640963570913e-18
ATP5G1	16.7504051979767	4.37141874261587	904.699076831766	3.45063953337777e-18	6.22804206698792e-18
FANCE	16.5416849659318	2.82846478509094	919.234962550142	3.45275048000981e-18	6.23098560623572e-18
STON2	14.695787942275	5.91459959146138	901.919526661364	3.45712685004056e-18	6.2380160415232e-18
NBPF11	14.3496445500007	4.57715622459001	902.945892474435	3.47364640072655e-18	6.26695254865581e-18
ARMCX1	19.1634121512223	2.84226552893605	915.574212085401	3.48175097701621e-18	6.28070131072875e-18
NUCB2	14.2115572166449	6.60872615756745	900.952223368229	3.48891771796013e-18	6.29275473338029e-18
C6orf130	15.3857262951729	4.81744247953092	901.879863731313	3.49167575931082e-18	6.29685420037448e-18
MPV17L2	18.8133055135068	1.65728855995343	897.945930867093	3.49907350864231e-18	6.30851132441312e-18
UBR4	11.0712545883686	8.34603697192544	900.589943111494	3.49911187490947e-18	6.30851132441312e-18
USB1	16.7793600306618	2.53483717993651	922.531579200593	3.51015728478307e-18	6.32754602766659e-18
KBTBD8	16.5559867875429	3.75197302603994	905.679064816348	3.51348961889351e-18	6.33267348474085e-18
TTC30A	15.7858210345017	4.32100540966512	902.394359149014	3.51786977683367e-18	6.33966591224119e-18
SRSF11	11.4051439155326	7.97158819702792	900.097428542122	3.51834606409379e-18	6.33966591224119e-18
ARFGAP1	13.9805773375776	5.19865604842648	900.678974271058	3.5188648030524e-18	6.33972047179581e-18
CIRH1A	13.7116690417744	4.77091494331208	901.556224478277	3.52162870183381e-18	6.34381942000015e-18
TMEM194A	13.6357776464334	5.5912830117256	899.99205654165	3.5343138720931e-18	6.36578680903363e-18
MBOAT1	15.7403225568978	5.84619642125789	899.534364045274	3.55430168654466e-18	6.40089934642196e-18
ZXDB	14.4867464816764	4.73167637330216	899.639606473412	3.58412762630136e-18	6.45371704519498e-18
EOGT	14.2465122780366	5.09602389697088	898.981368320496	3.58775617998488e-18	6.45935462061642e-18
PACS1	14.0126544804425	4.66947662300548	899.835341625716	3.59032471194916e-18	6.46308244610099e-18
ZFYVE26	14.0468212270772	5.60738038203893	898.371145620261	3.59775635112723e-18	6.47556229112194e-18
UFM1	12.561909303586	7.33090376139358	897.93667280905	3.60334859506874e-18	6.48472842698242e-18
FAM57A	15.0678860981415	3.93879632924608	902.214985979797	3.60455723256365e-18	6.48600420372156e-18
ALKBH6	17.4971392989881	2.24875257216449	921.32021496857	3.60538120041538e-18	6.48658755200877e-18
RAB25	14.2463358421987	5.65329463721648	898.095385450962	3.60800628578662e-18	6.49041075304567e-18
ACIN1	11.882491605134	7.52117848186178	897.515078056015	3.61999243968259e-18	6.51107010457875e-18
RBM33	12.1686173437706	7.18052670087801	897.504074780171	3.62082479774169e-18	6.51127132703766e-18
NBPF1	15.0007134847607	6.368948793363	897.627982234752	3.62110766920085e-18	6.51127132703766e-18
RHOT2	15.2035227960132	4.4844731167118	898.999917981266	3.62778744506299e-18	6.5223788958959e-18
MYLK4	18.4635846265336	1.21533061841395	841.380710251549	3.63182499105305e-18	6.5287335954124e-18
CCHCR1	15.5087396505021	4.28586939505378	899.455704240793	3.63340442277088e-18	6.53008801349795e-18
LDB2	17.2430158561991	3.41073573955772	906.335101912145	3.6335846855291e-18	6.53008801349795e-18
RNASEH2B	13.7810625863625	5.59463245132159	897.447754755007	3.63466511452891e-18	6.53112536639495e-18
CNTNAP1	17.9138679027877	2.04438648528056	917.682013696096	3.64108650409774e-18	6.54175826919776e-18
VAMP7 (NC_000023 155110942..155173433)	14.9488754666998	5.12983474162669	897.495389941791	3.6457348704384e-18	6.54920316725535e-18
OTUB2	14.6910246390067	2.93204225728252	909.733486905675	3.64640007124127e-18	6.54949163086638e-18
NEDD9	14.0003733097465	7.14903809222633	896.852432346261	3.64731134126677e-18	6.55022193141018e-18
KREMEN1	16.2679188145444	5.07148707003613	897.811249437414	3.65005495596963e-18	6.55424229019505e-18
ZNF135	19.5607251049013	1.4692799956988	860.523482273025	3.6622452095794e-18	6.57501997194432e-18
MIER3	14.5140359324735	7.72686061437657	896.460003104703	3.662639216978e-18	6.57501997194432e-18
TUBGCP6	13.9615163045366	5.28806420407143	896.855575408921	3.66639579037358e-18	6.58085340385268e-18
IL17RB	15.8790694725978	3.96295944570651	899.927434403889	3.67214320975513e-18	6.5902581193877e-18
EPHX1	17.214884451309	3.74299718486811	902.515458017959	3.67329966174249e-18	6.59142213600937e-18
NAIP	14.8192410038482	5.46124729037133	896.451043212701	3.67818987636297e-18	6.59928482241015e-18
POLD3	14.6183181154533	5.67105766438277	896.227309396278	3.68259364234972e-18	6.60627268611708e-18
PXMP4	15.9470868176273	4.25723707249559	898.379755818098	3.68513721876786e-18	6.60992205118685e-18
NAP1L1	10.0506829270187	8.61280973173751	895.796310644002	3.68796686666839e-18	6.61408345481402e-18
LATS2	15.3003637356046	4.5739473757314	897.262318444173	3.69009756883643e-18	6.61699037661344e-18
DICER1	11.2875449758388	8.48638629474943	895.597448648968	3.69603867523536e-18	6.62672827267298e-18
IL18R1	17.1574600436718	3.54834589079378	903.284713826179	3.69904576567889e-18	6.63120372827988e-18
EML3	15.0838334751025	4.23079658220978	897.942663462595	3.70595863408218e-18	6.64171439287314e-18
ZNF620	16.0475319009605	3.14414135639023	907.882153075898	3.70632357668035e-18	6.64171439287314e-18
CCT7	12.3681048521373	7.29283708116546	895.368934879786	3.7064440517436e-18	6.64171439287314e-18
SDC4	13.3097881175842	6.94146373982658	895.263042312462	3.71215469222355e-18	6.65102923113881e-18
ST20	17.3148823360078	1.67023780577563	892.115776175191	3.71880020047227e-18	6.66201625975564e-18
HOOK2	13.8477349067596	5.45624192738687	895.372600301071	3.72153622444972e-18	6.66599760655988e-18
MBD6	15.3293685771602	4.07196107405815	898.049407631972	3.7286374326672e-18	6.67741264404902e-18
IDS	13.9006683621736	6.29124380425562	894.901347758161	3.72893804176495e-18	6.67741264404902e-18
COX6A1	14.2763896526193	6.55216295223928	894.866233064482	3.7298702928861e-18	6.6781606471746e-18
TRAF2	15.4475596093317	3.68312293178107	900.825375746032	3.73113751230944e-18	6.67950810651921e-18
