	logFC	logCPM	F	PValue	FDR
TADA2B	15.224034915703	5.05392966100269	3179.47156504925	1.26929706290706e-23	1.03629462716869e-21
DNAJC14	14.5378517365626	5.50678008906478	3177.52482254667	1.2695188051454e-23	1.03629462716869e-21
MRPS34	14.1442599243248	5.59754108610041	3171.76042168575	1.29180510904241e-23	1.03929406016074e-21
HARS2	13.6463124880602	5.97287898826343	3170.01601007887	1.29608098309507e-23	1.03929406016074e-21
PUF60	14.3969164728849	5.67273433991521	3170.30171941292	1.29721579278866e-23	1.03929406016074e-21
MTFMT	15.7439497770553	4.27271814939711	3177.61336550138	1.30986996067735e-23	1.04299400120438e-21
ABCF3	14.700295957566	5.25907173036001	3161.28856206998	1.33950006135877e-23	1.0477523281383e-21
CDK17	13.8310434808182	5.97097461691821	3159.57978695794	1.33959949801871e-23	1.0477523281383e-21
USP3	13.1036393825497	6.70428012311748	3158.84643428409	1.34023658316065e-23	1.0477523281383e-21
VAC14	15.2203959886846	4.48918669446777	3165.00811317858	1.34813651898526e-23	1.0477523281383e-21
WDR11	13.0293573589571	6.6976287598669	3148.95024698478	1.38295601532499e-23	1.06316474919868e-21
DLG3	12.7544290381823	7.36096181464254	3148.24141681091	1.38494721226848e-23	1.06316474919868e-21
SLU7	13.3105861450155	6.72257154379668	3145.67806905927	1.39756963521254e-23	1.06316474919868e-21
HERC4	13.1997968743933	6.8719714869947	3144.88202131008	1.40073327770225e-23	1.06316474919868e-21
PURA	13.6478739145906	6.45604706356353	3141.29979571488	1.41769498077454e-23	1.06376465779966e-21
ARMC1	14.2079865106846	5.67631248477589	3142.19777039306	1.41791575467557e-23	1.06376465779966e-21
AP3B1	12.3259930024567	7.44787330203197	3128.43448800658	1.47529696006896e-23	1.10045283015719e-21
HPS3	13.9575319897501	5.63767002668834	3121.52919050765	1.51476530142806e-23	1.10608443749453e-21
SLC4A1AP	13.9481362683006	5.89229612172568	3120.59098100415	1.51695036321186e-23	1.10608443749453e-21
KXD1	14.7895830304409	5.17170079508579	3121.28508774547	1.52263944719367e-23	1.10608443749453e-21
C9orf91	16.0732190470758	3.87241052866424	3139.01709077054	1.52590087498387e-23	1.10608443749453e-21
KIAA0141	14.6495542608405	5.31933426924149	3119.18083373073	1.53085777931098e-23	1.10608443749453e-21
POLK	13.4990609579396	6.03185666628343	3116.17637621497	1.53753920625727e-23	1.10608443749453e-21
SLC37A3	13.5044732313659	6.37574480593219	3114.00889636719	1.54715734764031e-23	1.10608443749453e-21
CRKL	12.8341191495608	6.95786058720141	3112.9444891312	1.55102371233535e-23	1.10608443749453e-21
TMEM39A	14.4729366280424	5.32522170293818	3110.93609291623	1.57118872907195e-23	1.11434199533469e-21
SEC13	13.8472528172653	6.55139824956185	3099.01549892408	1.62337132420901e-23	1.14509437048417e-21
FBXO30	14.9686313135397	5.20495327415552	3096.04586601593	1.65129876349123e-23	1.15849765682987e-21
DDX20	13.9273417998874	5.41512200078441	3092.97544465578	1.66354564253123e-23	1.16081499432327e-21
PAFAH1B2	12.821044149866	7.42341343207708	3086.79872402242	1.68661856968585e-23	1.17062151956966e-21
USP10	13.2945124379018	6.42850836226699	3081.69256434807	1.71675431885072e-23	1.18519969704061e-21
EMC2	14.8341015480178	5.66285623351297	3079.89724297957	1.73281214171734e-23	1.18534532435985e-21
NHLRC2	13.1049649268767	6.45823655015749	3076.56220029686	1.74556581125149e-23	1.18534532435985e-21
RRN3	12.7655455287417	7.01339800513357	3076.08004547898	1.74719232572897e-23	1.18534532435985e-21
INPP5F	14.782748200337	5.21638369734893	3076.74591985408	1.75719732038589e-23	1.18534532435985e-21
DGCR2	14.6978754619183	5.71536971555782	3074.53411856966	1.76262922876532e-23	1.18534532435985e-21
CTCF	12.9915452256128	6.84768771705072	3063.13987792108	1.82268984669438e-23	1.21936945901614e-21
MCMBP	13.5926324520953	6.23055033642986	3061.84154015672	1.83201359510091e-23	1.21936945901614e-21
ZNF410	14.7525929680879	5.20237844225087	3060.8882318301	1.85049942542637e-23	1.21975463845143e-21
PALB2	13.7575939773091	5.20539704898255	3060.74618914569	1.85366535919311e-23	1.21975463845143e-21
DNAJC24	15.3164578247788	4.31527798986776	3066.32329478839	1.86459275712167e-23	1.21975463845143e-21
STK10	14.0341910405483	5.76372813794672	3054.55715092494	1.8800405078957e-23	1.21975463845143e-21
CASP6	14.3367364297019	5.90187550128022	3053.49433627781	1.88565462239874e-23	1.21975463845143e-21
RNF168	13.7699391029543	6.16488426308776	3051.29094900771	1.89664687892978e-23	1.21975463845143e-21
LRRC40	14.6217325168543	5.29595581368353	3050.81299253044	1.9108127889036e-23	1.21975463845143e-21
NFKB1	13.1775471143711	6.86870748169945	3045.51935603262	1.93090015499038e-23	1.21975463845143e-21
NIF3L1	14.2767571726691	5.4250872064115	3046.55159560589	1.93496691675601e-23	1.21975463845143e-21
MDM1	15.532267681665	4.14590839720965	3057.20202585701	1.93988717368587e-23	1.21975463845143e-21
RNF41	14.6327931189679	4.95580557882514	3045.0476247512	1.95701251940671e-23	1.21975463845143e-21
PLEKHM2	15.2472268032181	4.95512778754607	3042.56165113856	1.97514381675376e-23	1.21975463845143e-21
GABPB1	14.459638289122	5.13158017925417	3041.15153506009	1.97625921575384e-23	1.21975463845143e-21
RIC8A	14.2467265941426	5.37710186491931	3039.24424239411	1.98261627852614e-23	1.21975463845143e-21
EIF1B	15.6331251993261	4.54946114109239	3041.03862844069	2.00772230213162e-23	1.21975463845143e-21
PCYT1A	14.8599665934383	5.35747522435878	3034.10171867107	2.01803569459437e-23	1.21975463845143e-21
MAPK14	13.5648164691749	6.33340499111519	3032.19536327733	2.01903378556935e-23	1.21975463845143e-21
DNAJB12	14.5478206783509	5.56671189928233	3032.44821371963	2.02452379246232e-23	1.21975463845143e-21
MSL1	13.0127031804938	6.67849799262125	3030.40785906247	2.02966929143899e-23	1.21975463845143e-21
CAMKK2	14.6552907954714	5.38692316838207	3030.41063688498	2.04120592219145e-23	1.21975463845143e-21
WDR82	12.8024705719881	7.27879203027275	3027.71243699085	2.04638017902621e-23	1.21975463845143e-21
AAMP	14.3199744088369	6.00189138965928	3027.24047367739	2.05502653156404e-23	1.21975463845143e-21
MAPKAPK5	13.392923802391	6.42229890336523	3026.39605408459	2.05793972638504e-23	1.21975463845143e-21
ZBTB43	14.7820641881765	5.39171229194374	3026.63628625668	2.06668593753952e-23	1.21975463845143e-21
RNF139	15.5798954488221	5.33408522086507	3024.11241045043	2.08971547277146e-23	1.21975463845143e-21
FGFR1OP2	13.75031979683	6.38101304443969	3020.39429136336	2.09903306293345e-23	1.21975463845143e-21
SUN2	14.528522244655	5.99187369873608	3019.76678608431	2.10671217548609e-23	1.21975463845143e-21
SNX3	13.7749851716245	6.68402911981744	3017.73090911143	2.11661501117993e-23	1.21975463845143e-21
BRAP	13.9479387548737	5.85980243521792	3016.55915323514	2.12940935221876e-23	1.21975463845143e-21
TFCP2	13.3802115077157	5.86435792854061	3015.85456153069	2.13507097111889e-23	1.21975463845143e-21
PAK2	11.8694674667173	7.72351413857883	3014.10934768991	2.14002125292318e-23	1.21975463845143e-21
VPS11	14.7834892492569	5.05829785158206	3016.89220486452	2.14367744662631e-23	1.21975463845143e-21
OSBP	12.4296249949908	7.44314725374907	3013.14718002124	2.14739133068152e-23	1.21975463845143e-21
UBE3A	12.0838595748203	7.88367760001455	3012.40638308082	2.15212121276969e-23	1.21975463845143e-21
MUL1	16.3911133020907	4.50366502688548	3019.16978255769	2.17405953689887e-23	1.2268312491048e-21
RUFY1	13.2658661401903	6.6907961301693	3006.11600601953	2.19997357143197e-23	1.23339578835309e-21
METAP1	13.2846352713676	6.59583121165261	3005.4813774195	2.20469853531024e-23	1.23339578835309e-21
CCNH	14.0620108808906	5.66974714194743	3004.55742125939	2.21839446358384e-23	1.23414456703255e-21
C3orf17	13.898211717631	5.52756629234426	3002.94304450909	2.23283678949816e-23	1.23414456703255e-21
MTMR1	14.7932808217645	4.63278670001648	3005.65836213762	2.24794920916128e-23	1.23414456703255e-21
SARNP	13.9096208163011	5.78333920456923	3000.39418241677	2.24799960675586e-23	1.23414456703255e-21
ATF7	13.9991917921451	5.41741862899119	2999.70996292577	2.25911654484216e-23	1.23414456703255e-21
PTPMT1	14.4926962204823	5.16553296831864	3000.07049852384	2.26308965986399e-23	1.23414456703255e-21
PRPF38A	13.8510227378925	6.36376934389076	2994.77661937805	2.28562088590712e-23	1.23777478088293e-21
FBXO33	15.9040422023283	4.69516204381274	2999.41396198905	2.2978511451985e-23	1.23777478088293e-21
VCPIP1	12.9460300865316	7.17590422187878	2992.1547185171	2.30320029863861e-23	1.23777478088293e-21
TMEM41B	13.7419112707406	6.52789202339206	2991.84780682115	2.3078934969849e-23	1.23777478088293e-21
SSBP3	15.5402221940116	4.70984507088525	2994.9551287637	2.32642512513357e-23	1.23874172493015e-21
AHSA1	13.0768367837272	6.89081379618292	2988.96805950146	2.3287848130284e-23	1.23874172493015e-21
ASNSD1	13.5972263826881	5.83191117382983	2986.06712615675	2.35745832660399e-23	1.24887557636707e-21
FNIP1	12.8112810471759	6.76873830977573	2980.50615978438	2.39605091348274e-23	1.26416035797124e-21
CS	13.1770530392708	7.19549630251414	2978.4961057304	2.41098711633694e-23	1.2668907604428e-21
RSAD1	14.76653876383	5.09851643144667	2978.37794128124	2.4356179590279e-23	1.27467280202512e-21
PPM1F	15.5014347229114	3.94613728903292	2991.76346669614	2.4476632448656e-23	1.2758321789201e-21
RNF38	13.8114926772871	5.93713889688853	2970.36952348032	2.48375102076874e-23	1.28375802504741e-21
PTDSS1	13.8796837624544	6.12432070053511	2970.13279881649	2.48394967372775e-23	1.28375802504741e-21
ATP6V1C1	13.8473980176149	6.26382385953924	2968.97130598989	2.49254197019761e-23	1.28375802504741e-21
SRP19	14.5046281221864	5.26625607514273	2967.13340554982	2.52350974508693e-23	1.29457047357642e-21
MICU1	14.5632220235954	5.7158424379138	2964.50086531887	2.53693426211726e-23	1.29633345622126e-21
FOXN3	13.9736869261581	6.82274139780331	2960.11939152133	2.5660428556314e-23	1.30558598338888e-21
JRKL	14.0154970023956	5.48748229622887	2959.43031013181	2.5841656240149e-23	1.30558598338888e-21
FRS2	14.1100185804428	6.12806589140268	2958.39860903412	2.58521918276402e-23	1.30558598338888e-21
FAM76A	15.2632231896141	4.74359440494967	2960.57407491595	2.60614690295647e-23	1.30663809590974e-21
GPN1	13.7000090187523	5.64444861873796	2956.43505093357	2.60743714339027e-23	1.30663809590974e-21
RYBP	14.4418447645486	6.01738832306146	2954.71246504931	2.61879684125593e-23	1.30728323856387e-21
TRIM38	13.4374254331139	6.2999033822552	2952.30664700833	2.63669298396205e-23	1.30964264463806e-21
ARFGAP2	14.3708269919665	5.62523047657839	2950.45606465854	2.66150675803322e-23	1.30964264463806e-21
PCNP	13.207024656437	6.40198151160373	2947.81868286232	2.67627090664357e-23	1.30964264463806e-21
SNF8	15.3914976796569	5.01542443429706	2950.2412349868	2.68515390220939e-23	1.30964264463806e-21
DTWD1	14.6208506083453	4.83676576358684	2950.52396260705	2.68902543446869e-23	1.30964264463806e-21
CTDSPL2	13.6991705609628	6.13902994773401	2946.51412366151	2.68956718847339e-23	1.30964264463806e-21
PDHX	13.9838103067819	6.22519505987675	2945.9997066362	2.69415660773836e-23	1.30964264463806e-21
GTF2A1	13.3693956917662	6.76237143457766	2940.1735328462	2.74567612390188e-23	1.32970635866129e-21
C10orf137	13.8436068503977	5.5784622151768	2938.28097958931	2.77443374152174e-23	1.33532363797337e-21
NOL10	13.2693634957365	6.16610560598949	2937.00134550368	2.7778517778936e-23	1.33532363797337e-21
SRSF8	14.5460091063653	5.77405271316959	2934.74349347995	2.80549274192672e-23	1.34363432831981e-21
ENTPD4	13.5068011225844	6.59068984380466	2931.35220145623	2.8298534153394e-23	1.34739635614466e-21
GCA	14.1164631814108	5.69399102268676	2931.80378986089	2.83411052644651e-23	1.34739635614466e-21
TBK1	13.3086856432978	6.53978020356056	2925.25542324011	2.88939931357601e-23	1.36302219095517e-21
RPS6KB2	15.8540396740165	4.4343547719576	2932.94093682302	2.89772349699778e-23	1.36302219095517e-21
SRFBP1	13.5039441923351	5.71902362321463	2925.22805827311	2.89848312430563e-23	1.36302219095517e-21
SPOPL	13.8153673818679	6.31964162825314	2921.10929838035	2.93175004520583e-23	1.37368894717424e-21
SUMO1	13.0436058619398	6.8346327829609	2918.82690375085	2.95267464587558e-23	1.37851669887839e-21
OPA3	15.2996282099481	4.44426931359378	2924.4111326099	2.97595125984596e-23	1.37900947612077e-21
STAM	14.1086900796586	5.45937482517569	2917.90821979466	2.97666618572566e-23	1.37900947612077e-21
IKBKAP	12.968741382919	6.40932962551578	2915.30396604067	2.99001795191705e-23	1.37900947612077e-21
PEX13	13.6954786862135	6.64068758900607	2914.61167013999	2.99622985026625e-23	1.37900947612077e-21
MRPL44	14.6507914392038	5.52316391988581	2914.89498448458	3.00725924249177e-23	1.37919497202476e-21
PANK3	12.9783065778458	8.05429249470456	2910.35849005426	3.03752826923733e-23	1.38055971717615e-21
STRN	12.6629854121692	7.45179908605784	2910.28610804052	3.03840885896164e-23	1.38055971717615e-21
RBM27	12.7424826393848	6.99662454623894	2909.54329783208	3.04772195100809e-23	1.38055971717615e-21
NUP98	11.9939304331884	7.56683446826147	2908.70237002849	3.05524835068974e-23	1.38055971717615e-21
TMOD3	12.7605325828295	7.86772058914504	2906.94865398499	3.07334874462194e-23	1.38055971717615e-21
AGGF1	13.2822883621843	6.57635936478993	2907.17489277994	3.07405623132683e-23	1.38055971717615e-21
HIF1AN	13.9122455923433	5.53143502147744	2902.93999284095	3.13223411565847e-23	1.40115338211686e-21
MFF	14.1391517278251	5.7209901972606	2901.2567588668	3.14585156703832e-23	1.40115338211686e-21
JMJD8	15.622466071243	4.48264219732039	2906.27257877329	3.16546417438738e-23	1.40115338211686e-21
USP8	12.2597760930961	7.72774516447591	2897.67980625184	3.17303842883563e-23	1.40115338211686e-21
PPP6R3	12.0209533598383	8.18720486670179	2897.52881756645	3.17388931614422e-23	1.40115338211686e-21
ZNF398	14.1858619262949	5.23856237214663	2895.85253889005	3.21920336148751e-23	1.41203178516213e-21
TDRD7	14.7354249609552	6.01416893004842	2894.23542821688	3.22028976352563e-23	1.41203178516213e-21
TUBGCP2	14.3915588789298	5.66723262966881	2886.84769611758	3.3087604949406e-23	1.43329192376505e-21
LLPH	14.3823322218334	5.47574831769555	2886.73717495478	3.31409457487001e-23	1.43329192376505e-21
FAM91A1	13.1504436816733	6.88553029022362	2885.12521351919	3.31602323724058e-23	1.43329192376505e-21
DNAJC21	13.1111931373102	7.08071923812302	2884.3708464307	3.323841576831e-23	1.43329192376505e-21
MTCH1	14.3594027829544	6.17618839479954	2884.75330564625	3.32568535274149e-23	1.43329192376505e-21
TAOK3	12.9628095349514	7.56337318529762	2882.60151401616	3.34294845192003e-23	1.43329192376505e-21
SPCS2	14.0906467466563	6.20524654682456	2882.85606993775	3.34607791741128e-23	1.43329192376505e-21
FBXW11	13.9470976376572	6.03815745022793	2881.10628222333	3.36887474660224e-23	1.43831004395232e-21
PKNOX1	15.0998632732332	4.7120498853406	2884.243971216	3.38585814159926e-23	1.44066012513986e-21
PTGFRN	12.5297059685347	7.22010080324973	2878.08397173037	3.39657907614451e-23	1.44066012513986e-21
GFOD2	15.3647474875367	4.8068949878425	2878.47759563209	3.44769314877233e-23	1.45109021876653e-21
RQCD1	14.4939324777893	5.31342457076378	2875.18710467691	3.45420448244723e-23	1.45109021876653e-21
ELF2	13.7225466742308	5.81806277880866	2873.49075744392	3.46151168199114e-23	1.45109021876653e-21
SBF2	12.8347058041412	6.91444474034279	2872.38842264021	3.46589080682351e-23	1.45109021876653e-21
DUSP3	13.792587443484	6.27903879480042	2870.92116888527	3.48658764641094e-23	1.455061770507e-21
EIF1AD	14.9819513682328	5.02450955418618	2872.78250057177	3.4989912000379e-23	1.455557909785e-21
GSTCD	14.1714527962889	5.02055465796696	2871.55119647989	3.51471545239685e-23	1.45683987795591e-21
UBTF	12.78037092778	6.9423756838693	2867.53652779216	3.5245220870495e-23	1.45683987795591e-21
METTL14	14.3630086970598	5.70106914877304	2867.60529150476	3.53654426696003e-23	1.45688923833459e-21
MSL2	13.573545883251	5.98477479124679	2865.64918486785	3.55405721903204e-23	1.45688923833459e-21
EPS15	12.7742732952657	7.6120813229507	2864.64645905858	3.55831642308393e-23	1.45688923833459e-21
ATG13	15.1532044131634	4.99903800401624	2867.03892445113	3.57128050715774e-23	1.45759904724529e-21
RNF146	15.1049397338154	5.15994261954032	2863.7305080904	3.60419671319862e-23	1.46642223011301e-21
SETD7	12.6597523262464	7.16661619886887	2856.96320078285	3.65605675795047e-23	1.48287377066997e-21
MFN1	13.3830175132969	6.72242278158863	2852.02703454079	3.72192180912324e-23	1.50351077798621e-21
CPSF2	12.3965708785725	7.33846006100334	2850.8104780837	3.73519197941885e-23	1.50351077798621e-21
RPS19BP1	15.259427715993	4.60008205687819	2856.48584017895	3.74169027883153e-23	1.50351077798621e-21
CNOT10	14.4653296600622	5.30998710177858	2849.27177341642	3.78117322389577e-23	1.51420861758063e-21
PLEKHA3	14.6743197346105	5.13324491769557	2849.17005253408	3.79164651139306e-23	1.51420861758063e-21
SSNA1	16.6827517273225	3.52805754599883	2874.10909697482	3.84405914777437e-23	1.53043078769827e-21
ZBTB6	15.0210253115664	4.79783901943596	2843.61303827429	3.89189274765088e-23	1.54473626824957e-21
AKT1	13.7867629824231	6.45152025495539	2836.84228918371	3.92770991023173e-23	1.54631120480745e-21
ACTR6	14.8441376420998	5.19723361031777	2838.71682761544	3.93003198716942e-23	1.54631120480745e-21
SGTA	15.2835203996538	4.57248085228961	2842.650503091	3.93160257020155e-23	1.54631120480745e-21
FAM208A	12.4885920251304	7.5160470647867	2834.14040487744	3.96014597331937e-23	1.55231482664338e-21
CUL3	12.0744464642822	8.00194488710564	2833.33644832279	3.97078759877958e-23	1.55231482664338e-21
AGK	14.7711745697758	4.69939670517351	2837.28560197345	3.99032574286814e-23	1.55453438075154e-21
GPR75-ASB3	15.2030918021982	4.47456411551651	2838.37625127555	4.00377365553489e-23	1.55453438075154e-21
BCAS2	13.8712082988985	6.16219039469233	2830.97138375071	4.01239708414953e-23	1.55453438075154e-21
FLII	13.0076833252614	7.3419528224157	2824.44111379583	4.09827134749516e-23	1.58307928033154e-21
MTA2	13.5953604955794	6.50986219327874	2822.08288469652	4.13771188337553e-23	1.59005083628983e-21
FRG1	13.6188904056081	6.04811184170414	2822.11093859369	4.14082119320411e-23	1.59005083628983e-21
UBR7	14.7780156810814	5.75061989031999	2820.5206581766	4.17279634311373e-23	1.5918724394071e-21
COQ7	15.8508664593252	4.88095148425359	2823.31804112117	4.18443772844247e-23	1.5918724394071e-21
PLRG1	13.8583937072752	6.08295690768667	2818.17563721894	4.19891907906747e-23	1.5918724394071e-21
CLCC1	13.8043515191979	6.0921794619631	2817.8529616908	4.20363568995984e-23	1.5918724394071e-21
SEPT9	12.3097920778355	7.54802900805549	2815.47909473519	4.23036756393614e-23	1.5918724394071e-21
DIABLO	14.8004554724507	5.25577504520415	2817.29140860976	4.23681334019579e-23	1.5918724394071e-21
MESDC2	13.5910285880875	6.45168014843966	2813.54269123798	4.26503975930114e-23	1.5918724394071e-21
FOXN2	13.9116457421956	6.15877461345599	2813.16290436543	4.27356170085126e-23	1.5918724394071e-21
ZKSCAN5	14.9459333742634	4.37210977115262	2821.1748833822	4.27743480322167e-23	1.5918724394071e-21
ARHGAP1	14.227612449133	5.3416450215475	2814.06911423257	4.28087671460191e-23	1.5918724394071e-21
ITGB1BP1	15.281793412881	4.2814160303869	2821.57981987042	4.2867715678889e-23	1.5918724394071e-21
AGTPBP1	13.9419910685893	5.43972348173401	2812.1839735441	4.30556555325737e-23	1.5918724394071e-21
DDX50	13.6055293338464	6.11131915230313	2809.87482364576	4.3232728833051e-23	1.5918724394071e-21
TALDO1	13.3741550510801	6.58523072850853	2809.03455644525	4.3325853825824e-23	1.5918724394071e-21
CCDC125	14.9476723572603	5.01626413402216	2811.92727211327	4.33363990872442e-23	1.5918724394071e-21
GMCL1	15.1970634174555	5.16464539769185	2810.93529553386	4.34180478889061e-23	1.5918724394071e-21
ISY1-RAB43	15.044118048764	4.97947179442503	2809.48472195918	4.3745388412817e-23	1.59935604566184e-21
DHX57	13.9851872799192	5.21737808512559	2806.6183330931	4.40334213567662e-23	1.60536453873446e-21
STRBP	12.9805940819523	6.7247273097971	2803.46865509638	4.41854704291864e-23	1.60639557619163e-21
KHNYN	13.453058500346	6.72488019960861	2802.34313092295	4.43641825182603e-23	1.60838749973324e-21
RPAP3	13.4758534954604	5.82171560828384	2801.93936124796	4.4541414961532e-23	1.61031483227221e-21
SPIN1	13.2141448393096	6.60572922609715	2794.54834931533	4.56223976314957e-23	1.64481416349773e-21
CSNK1G1	13.9804300026859	5.70732721950831	2792.40311175812	4.60973197706713e-23	1.65733272383253e-21
C16orf70	16.01288431453	3.58074319885613	2818.26139141934	4.62881199710468e-23	1.65959532901717e-21
PARN	13.4302360943968	6.44717280442644	2789.1615080796	4.65252018534827e-23	1.66350026131226e-21
LONP2	12.4853022956188	7.17275130595393	2784.979949303	4.71793928196147e-23	1.67882844496579e-21
FKBP15	13.5816715466708	6.15124104812985	2785.01371980218	4.72404782152822e-23	1.67882844496579e-21
CEPT1	13.890166010312	5.95109719872098	2784.68951323049	4.73419532211633e-23	1.67882844496579e-21
DDX24	12.2986407269499	7.59813289767378	2782.779954907	4.75410538474721e-23	1.68129519860038e-21
SLC25A32	14.7030392099881	5.21110430684872	2783.81038610413	4.77544547196196e-23	1.68304988459351e-21
ANKRD13C	14.3757826315916	6.11188683628107	2781.23509410447	4.79190979312957e-23	1.68304988459351e-21
CHTF8	14.8144560486854	4.63657249566931	2785.18368229885	4.81042409367187e-23	1.68304988459351e-21
POLR2E	15.7383934238291	4.57201401938022	2786.21366405847	4.81093695341854e-23	1.68304988459351e-21
DIP2B	12.6218258464085	7.34265877399655	2775.85659931416	4.87455937727252e-23	1.6995861070629e-21
RBM23	14.4408801263333	5.98146069539904	2773.96623849356	4.92115844908744e-23	1.6995861070629e-21
PSMD7	13.0077010578096	6.99309049321285	2772.74905159762	4.93135422903882e-23	1.6995861070629e-21
SUDS3	12.788175773337	7.30077498456532	2772.34361591711	4.93666382847048e-23	1.6995861070629e-21
SMU1	12.8306644543134	7.10735712132256	2772.09260605629	4.94233798255016e-23	1.6995861070629e-21
WDR20	15.0604926855722	5.40053077024917	2773.14055905403	4.95627967622683e-23	1.6995861070629e-21
PSMC6	13.206691514784	6.96023879069253	2771.32038801814	4.95742039784436e-23	1.6995861070629e-21
KARS	12.0626826457649	7.65390792767737	2770.82913118753	4.96296428520563e-23	1.6995861070629e-21
GSK3B	12.643761777394	6.91153344078416	2767.79578195303	5.02083275778203e-23	1.71487864113823e-21
DLG1	12.5354285924666	7.5119519855965	2763.96025765377	5.08765961974366e-23	1.72280902637777e-21
ENY2	14.450216687926	5.7766683437741	2764.65872201134	5.09329353206004e-23	1.72280902637777e-21
DDX41	14.2019301994398	5.61577006150612	2764.79610124245	5.09475074372688e-23	1.72280902637777e-21
GLRX3	14.355048294667	5.36189069736875	2765.24027541976	5.09714666868837e-23	1.72280902637777e-21
TMEM87A	12.6555566066613	7.13383080948522	2760.49494706935	5.15314785561469e-23	1.7314940822397e-21
DYNC1LI1	14.5550378489002	5.43706180776863	2761.66207464796	5.16080540344053e-23	1.7314940822397e-21
BACH1	13.1567107129272	6.92775595396803	2760.08140087763	5.16286470318795e-23	1.7314940822397e-21
PHTF1	15.0865218826204	4.29117109430415	2766.6797521168	5.21763262405623e-23	1.74039232958742e-21
GCC1	14.5375827810021	5.25857935768536	2758.71918286657	5.22478728926428e-23	1.74039232958742e-21
THOC7	13.4413371483975	6.5001861988357	2756.63394443206	5.22962484427996e-23	1.74039232958742e-21
SLC39A9	13.1728824920483	7.11846383058986	2753.87036667124	5.27906246479488e-23	1.74956014832352e-21
STK25	14.5111269927985	5.47026895941433	2755.08734370866	5.28413266155189e-23	1.74956014832352e-21
WDR75	12.542836772885	6.4292508592796	2750.24763649935	5.35370127283851e-23	1.76808368499163e-21
RPP14	15.2069759788719	5.05160808466024	2751.44589118231	5.38309581033391e-23	1.77037347369303e-21
YTHDF3	13.4335555013905	6.89704152110363	2748.32344171222	5.3879152639552e-23	1.77037347369303e-21
ADPGK	14.2954981324046	5.44149299246921	2747.62163884197	5.43014522241579e-23	1.77974380913471e-21
MAPK9	14.145290070336	5.90758931482356	2745.96535824366	5.44668065079596e-23	1.7806667044504e-21
CYFIP1	12.8201068955436	7.46322164710726	2743.8852040606	5.47206325690792e-23	1.78447007566351e-21
ZFAND2B	16.3689373758686	4.56099830585328	2751.07235644076	5.49107926316294e-23	1.78618340242085e-21
TRIM26	14.1463482471759	5.82353971017259	2741.92966033254	5.52822016950908e-23	1.79376923950146e-21
CCDC47	12.132993902513	8.41785866612569	2739.20127464623	5.56466810291987e-23	1.79999135046536e-21
GORASP1	15.6968536674932	4.78984875882483	2743.6114072718	5.57746701977852e-23	1.79999135046536e-21
UBE2Z	13.948048111984	6.08531905652173	2738.72090707054	5.58900157359998e-23	1.79999135046536e-21
C16orf88	14.0878122265532	5.29184748538392	2738.35662449469	5.62535328652338e-23	1.8053820218582e-21
RARS2	13.8148546334771	6.01687244287163	2736.59122554885	5.63355974152531e-23	1.8053820218582e-21
SNW1	13.2563543641009	6.76447875454376	2733.73431104623	5.6823251147058e-23	1.81652457299918e-21
CHCHD7	14.3916060611503	5.59514357538735	2731.41881763902	5.75329317772462e-23	1.83469268190879e-21
TTC4	15.1010928315731	4.5699910681686	2733.63639424845	5.8084581218406e-23	1.84774455792571e-21
EDC4	14.0865080395163	5.84139266284148	2727.69209534623	5.82295910664808e-23	1.84782851455221e-21
NSMAF	13.5967078394332	6.21233464409834	2724.44269033922	5.88375672112449e-23	1.86256776788963e-21
RABGEF1	14.0941855571114	5.83778478882736	2722.53608898931	5.93413717220707e-23	1.87394565348116e-21
KIAA1841	14.6252614249793	4.95710963492308	2723.03401548329	5.97772941391767e-23	1.87644747657325e-21
STAT6	12.3545047646544	7.51827739628367	2719.18706473438	5.98929980679089e-23	1.87644747657325e-21
DNM1L	12.7650638898548	6.97265319592904	2719.18487364382	5.99244069955216e-23	1.87644747657325e-21
C8orf59	14.9913632418155	4.76795846974621	2723.24472748737	5.99988984342322e-23	1.87644747657325e-21
KIAA1279	14.9236171104685	5.32756981268004	2719.07277661897	6.03593861181912e-23	1.87947903989102e-21
RYK	13.2134711758881	6.44378115472717	2716.57811626527	6.05384285627517e-23	1.87947903989102e-21
TSR3	15.4019264808581	4.75069790166778	2720.8361179238	6.05893401379291e-23	1.87947903989102e-21
CHIC2	16.4703418048615	3.82356171374497	2735.72861606746	6.0675068781442e-23	1.87947903989102e-21
INPP5A	16.1489158144542	4.93815353500603	2719.26909241508	6.09355790300192e-23	1.88159949134947e-21
NSMCE4A	13.8815096878016	5.78004006556103	2714.98466899038	6.10334683610545e-23	1.88159949134947e-21
MINA	13.322578679241	6.12752816694028	2710.78608290153	6.18769579243685e-23	1.90308302583028e-21
ZDHHC6	13.7704155988998	5.95987693725887	2707.08279528431	6.27843894268109e-23	1.92642692759002e-21
ASH2L	14.692551258657	5.3778681303535	2706.79925202352	6.30933471785231e-23	1.92927735799721e-21
ZCCHC9	14.3512928751275	4.95648658429801	2708.08050434099	6.3174580256477e-23	1.92927735799721e-21
CNOT8	13.3135416627055	6.61854551725507	2702.97508388764	6.36403730923955e-23	1.9367214967412e-21
SHOC2	13.5065386571773	7.02361902983475	2702.53707889158	6.37167793442093e-23	1.9367214967412e-21
